id,receipt_no,corp_code,corp_name,stock_code,report_name,event_date,market,t0_close,t+1_close,t+2_close,t+5_close,ret_1d,ret_2d,ret_5d,error
574618,20241002800607,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2024-10-02,KOSPI,4270.0,4240.0,4265.0,4190.0,-0.007025761124121788,-0.0011709601873536313,-0.0187353629976581,
544598,20241202800402,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2024-12-02,KOSPI,3985.0,4030.0,3950.0,3580.0,0.01129234629861986,-0.008782936010037656,-0.1016311166875784,
528980,20241230800306,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2024-12-30,KOSPI,3825.0,3820.0,3825.0,3790.0,-0.0013071895424836555,0.0,-0.009150326797385588,
518461,20250123800873,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-01-23,KOSPI,3580.0,3605.0,3590.0,3430.0,0.006983240223463749,0.0027932960893854997,-0.04189944134078216,
430379,20250408800592,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-04-08,KOSPI,3500.0,3440.0,3505.0,3590.0,-0.017142857142857126,0.0014285714285713347,0.0257142857142858,
380791,20250618800588,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-06-18,KOSPI,5490.0,5480.0,5460.0,5430.0,-0.0018214936247723523,-0.005464480874316946,-0.010928961748633892,
374813,20250630800586,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-06-30,KOSPI,5300.0,5530.0,5430.0,5150.0,0.04339622641509444,0.02452830188679256,-0.028301886792452824,
365894,20250722800105,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-07-22,KOSPI,5530.0,5600.0,5470.0,5470.0,0.012658227848101333,-0.010849909584086825,-0.010849909584086825,
359840,20250801800982,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-08-01,KOSPI,5410.0,5550.0,5570.0,5870.0,0.025878003696857776,0.02957486136783727,0.08502772643253231,
347510,20250820800404,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-08-20,KOSPI,5410.0,5450.0,5430.0,5210.0,0.007393715341959428,0.003696857670979714,-0.0369685767097967,
327675,20250930800080,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-09-30,KOSPI,5820.0,5750.0,5790.0,5590.0,-0.012027491408934665,-0.005154639175257714,-0.03951890034364258,
326635,20251001800118,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-10-01,KOSPI,5750.0,5790.0,5600.0,5630.0,0.006956521739130528,-0.02608695652173909,-0.02086956521739125,
318321,20251028800297,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-10-28,KOSPI,6040.0,5920.0,5900.0,5580.0,-0.019867549668874163,-0.023178807947019875,-0.07615894039735094,
317321,20251029800735,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-10-29,KOSPI,5920.0,5900.0,5770.0,5520.0,-0.0033783783783783994,-0.02533783783783783,-0.06756756756756754,
300547,20251127800745,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-11-27,KOSPI,5480.0,5500.0,5380.0,5940.0,0.0036496350364962904,-0.018248175182481785,0.08394160583941601,
297007,20251201800662,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-12-01,KOSPI,5380.0,5470.0,5730.0,5740.0,0.016728624535315983,0.06505576208178443,0.06691449814126393,
293368,20251210800264,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-12-10,KOSPI,5670.0,5800.0,5940.0,5880.0,0.022927689594356204,0.04761904761904767,0.03703703703703698,
292445,20251211800456,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-12-11,KOSPI,5800.0,5940.0,5860.0,5800.0,0.024137931034482696,0.010344827586206806,0.0,
291510,20251212800712,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-12-12,KOSPI,5940.0,5860.0,5740.0,5820.0,-0.013468013468013518,-0.03367003367003363,-0.02020202020202022,
284841,20251223800061,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-12-23,KOSPI,5780.0,5800.0,5750.0,5600.0,0.0034602076124568004,-0.00519031141868509,-0.03114186851211076,
283081,20251224800629,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-12-24,KOSPI,5800.0,5750.0,5550.0,5520.0,-0.008620689655172376,-0.0431034482758621,-0.0482758620689655,
279307,20251231800750,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2025-12-31,KOSPI,5600.0,5520.0,5520.0,5350.0,-0.014285714285714235,-0.014285714285714235,-0.044642857142857095,
272652,20260115800332,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2026-01-15,KOSPI,5400.0,5410.0,5370.0,5380.0,0.0018518518518517713,-0.005555555555555536,-0.0037037037037036535,
110251,20260227801544,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2026-02-27,KOSPI,9120.0,8880.0,7900.0,7490.0,-0.02631578947368418,-0.13377192982456143,-0.17872807017543857,
82278,20260325800466,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2026-03-25,KOSPI,9020.0,8670.0,8510.0,8430.0,-0.03880266075388028,-0.05654101995565408,-0.06541019955654104,
80437,20260326800880,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2026-03-26,KOSPI,8670.0,8510.0,8180.0,8210.0,-0.018454440599769306,-0.056516724336793556,-0.053056516724336755,
21140,20260428800105,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2026-04-28,KOSPI,9790.0,9650.0,9630.0,9390.0,-0.01430030643513791,-0.01634320735444328,-0.04085801838610825,
17925,20260430800717,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2026-04-30,KOSPI,9630.0,9540.0,9730.0,8760.0,-0.009345794392523366,0.010384215991692702,-0.09034267912772587,
128784,20260529800687,00115612,동부건설,005960,단일판매ㆍ공급계약체결,2026-05-29,KOSPI,6940.0,6570.0,6490.0,5820.0,-0.053314121037464024,-0.06484149855907784,-0.16138328530259372,
1318056,20210628800315,00153861,태영건설,009410,단일판매ㆍ공급계약체결,2021-06-28,KOSPI,25229.0,25025.0,25432.0,26246.0,-0.008085932855047773,0.008046295929287739,0.04031075349795876,
